txkey,locdt,loctm,chid,cano,contp,etymd,mchno,acqic,mcc,conam,ecfg,insfg,iterm,bnsfg,flam1,stocn,scity,stscd,ovrlt,flbmk,hcefg,csmcu,csmam,flg_3dsmk,label
0f0a3f52f363e8b8ac8119092b925f586566af40e05ee61a15f1631db04683e8,24,143611,c0dcb53bbf00b62df20450832fcbb3ff732343072e44bae15c376bc5cc6c27e1,8dc9c3fffe584945a32ac13359c0d93a9535cd43f1dd6631fd4e6b5a10423bdb,5,5,3f403ceff76d5871c6c96289940b75dbc5605bac3fe72caf856b85f75d157441,379166ff4a62dac343b4b734188aa618716cc496e48b6537868841c420f7212f,273,119.0,1,0,0.0,0,119,0,15759,,0,0,6,70,119,0,0
268923f1cf9aa483534367b89c478f1950a00a3909626b727083f2e44822f7de,41,193500,10fb2bf1d3e1520e275c86a8f1022972ca2bd1cbd3a8d43aec963516fb504239,7bfb1ec3ab2252142cce7395b04b6e85797c76fae584d4986b45ffe43d96fa5e,4,1,376eb9b31fcc9b78d9fca9c1b4962c6bfb173ec29f72e27651356fa1b7631d87,87bb2c3786f575b9b24f5fa9487d8c3de4b79abe537bd0d5349dc3b61031ce42,353,0.0,0,0,0.0,0,0,126,15646,,0,0,0,68,0,0,0
661a47df01260311d3b8ba7a8570d0cf1e1208e53639553b6b7118d95e80a4e6,12,14807,9d79493249515beea9ea4c16110e523879a9bf21c90119a4a54aaa6ecad09460,eaec7d2d62d86e7b38beb3afb0c0ce9db7d07748a98e1f0c6cf2b05fb29b70f4,5,1,69e41f25ac8d45aacf2b093f9e43512d989c86102025efba6de8a034f451abfc,928c20e868b7a3f22bf844cec8026f866ec86efa20b708ac9e5e833875c51875,272,203.0,1,0,0.0,0,203,25,4832,,0,0,6,13,45,0,0
d30b709d0de422ef87811e7d97d79f1c69161a2ea2dd33bd5507c514ae63e0a0,3,105255,ba1e5ebd9a1bd8d978db8187a88268142d2fb45cac572d98186189860b11ab1c,a85ed5de1807b6b6b558f100ce1aadf60e6d0fba46965beaad75295abf987f76,4,1,d5375a34f62be5545856ecffe8b6351298d443081845b9c0ee1d5e645688e6f8,85344a2ec12c5dadf7c2e5fce189cf616032f77179083711258d7b22daabd847,231,288.0,0,0,0.0,0,288,0,16117,,0,0,6,70,288,0,0
93b32d68dc5d1d93f09983d284c7fa121f26eb03467cee0f9e8470ed03c5dd6a,51,42450,0e574700c4f9ea23a931b6dc82885a48fdab1ff139436b9f67848484c30fb174,4a1687ddeed63eab1d2c2f3b06fbde6f16ba65237a9a561c92b4366862853a7a,5,5,377b321ed4e33c2055958c319ee2bb0c8dcad81e0f32b6c30282d0707a194143,98d2376143b8887636295e7bf708472e106e3c502a4346d54e3f793804ba0463,324,387.32,1,0,0.0,0,385,126,878,,0,0,6,68,12,0,0
b11502bdf101a1ca0d8f326f2fb54b6affe0498ba9711d13900d86bcaa569f63,35,142720,8ed387c9253391e9932665610a54be88cb976ec161702ce2a665f396b8318d00,e32537d042ed5659e147a9fd1896ba68f7b57c146712acabfac1495b0daa9a4c,5,5,45b6cb170af96950ffd009b6275bb22f5f5b052687d2379ecfa65f72b079a97c,c6a68a6677409cd8b8e909a2b2766ed5f26668e98626314b558fa72276495fdc,324,240.0,1,0,0.0,0,239,126,10300,,0,0,6,70,239,0,0
3ed642470b4a0662dd8e882bd296db079bd0f6b2085442c517b80b00244b7200,27,123748,10f30f8aa4347ae41e26471055e7b5c4da8c90367c6b29f970111d7c48b58930,022766c001892b59db694d584006184fa00deafeff21d01fb7ce08e7dfcfe174,5,5,bb7a4d0172198ec0babadfb60375755d66543372e4c1a1f7c2bb2e045401d41f,fd041cc8461d4dff136911134d49156bc307ffe8429059729c211612573ad456,323,100.0,1,0,0.0,0,100,54,11170,,0,0,6,70,100,0,0
4b85859a325ecb8d218fa651ef8031e2659c80685387b8e89257cd567e603979,19,75608,a12e2bdf58633ca5186bba5b23db5bb08d57c45a1efe292ec24d98f36166404d,c06f1e6432a12492f276741290d9130fae65510c4492935043a33c02068f81c1,5,8,48675480a5edda3511920982ec3ae71f242231c2a3badbb7ddbcdeab4d682d7b,46f63555d29f177290dfe20e989146fb033e453f1d5ff3f27a7fd3741fb17484,320,175.0,1,0,0.0,0,175,0,16115,,0,0,0,70,175,1,0
5524950c64efd4daf3029ce4ece83a9b9a58f106c33389f2fc3f62c557ef6b16,25,110154,6bd98dcfff5d9ca96d50a2cdcd7596ec455babca118b7f337be8e215601c8a6a,4a4879a1f8e09633358f142e8fd3fb7ccfd9108aaabcd1d12e54da888bab29ab,5,8,5cbb4835891cd652c37dba9293d97dce2da08cd3b634555097a4a2004856f26b,46f63555d29f177290dfe20e989146fb033e453f1d5ff3f27a7fd3741fb17484,217,134.0,1,0,0.0,0,134,0,16115,,0,0,6,70,134,0,0
70d2175eeb94247cb5f8ab8c8206fccd6fe073bb55a6fdfc71246ca00986e63a,20,150733,bf0a4e80aa64a98025b6cb73b6407405486c93180ffbc68af69c38521ce119ba,baf7601943949525c95e63f9e36169c73781fb5ba16fffe6fe4c9f1351c9d4ff,5,4,59a305e0a7a1ccc96f626bcd2432556f5f97c32c2cc9678502b386c661fdb8b9,2a608b081c09492bd2bc96d7def5371c4bc9cabf324a987defa5a213904a6c25,272,199.0,0,0,0.0,0,199,0,15754,,0,0,6,70,199,0,0
c55911a79afd21bf7f62ed1f7de64506c4312e0e43bae1fbdd58b33661d7ed4d,30,190656,77fcf36a4726afb08ba82e6edb4a838471d57730f57d6d3af336cac0e2f6eddb,cbfe78ebd20baca277189dc1c1802acec8926a3f4567ede5527fe1691e09d489,5,1,d4e9b7807bb9dec3aad131f9c8d2ebd379bef8e5abae8b3f2d65fc6af87220f4,2a608b081c09492bd2bc96d7def5371c4bc9cabf324a987defa5a213904a6c25,482,8572.0,1,1,3.0,0,8587,0,11382,,0,0,6,70,8587,1,0
846ac88aa040c41e24c28ca7e656ff19ceb407040dd853e63d1790a3107e711d,8,101211,fba91d0ce7138273fa249a6e0f92659397d5f82b1eaa73346fd16e4dbc3d3d6a,3810818869db9b8167ec29f43b15cc91fac51bb2ce30b0cb38f9a972bdb0a9b3,5,4,a08c2113d8716db738312c8951b20daa2df8e7ce0db3a05c5d5501ebb76ead79,a092c4719fdf755b8f6eecbddf12c66fd2941aeefd16fb5c6a4d92a88f19234c,276,468.0,0,0,0.0,0,468,0,15759,,0,0,6,70,468,0,0
f83cb903c881ec92a331a5d3d61f592f66d77f524e39da796a045ee7c4d07b45,53,180756,01c94aeadd3ecd9bbe0c0e666e7bb771e78e5481c10611609c56e435bf631c59,8290592608d1dd4941872a1e1abc8b6f6185e37ea3423fc5bbaa4068fb41cb45,5,5,48675480a5edda3511920982ec3ae71f242231c2a3badbb7ddbcdeab4d682d7b,46f63555d29f177290dfe20e989146fb033e453f1d5ff3f27a7fd3741fb17484,320,358.0,1,0,0.0,0,358,0,16115,,0,0,6,70,358,0,0
d71024b21d500c00d9d90f0e1d0e29a5b28e9f5dac766e32b7728079856dc5a4,30,110224,8dc8ac4c3794bdf8cb147ca890b86ce445b4a8f745632fe282160fd3c537ca4b,aca0fcd51a045a0fd0dc4a787002162c09cf3021f29edb05f6cb7e13fd7df4cd,5,1,a74745b44f35c7a2281fafe019e2bcea6e2149accd9fa34ebf8064b116485f14,8f6b3ff512a001e0d1988c6cd888ef8c74112fb71117e53a39f611179497821d,375,2094.0,0,0,0.0,0,2092,0,15759,,0,0,6,70,2092,0,0
808dea5bfca2b6166a2a8422da35fd42013fedfa1ffe44ce558998cc598b5f70,21,205727,24aef368fc7edd4082785270a08b4bfb37cd71c46874d31be6e8f30fec095ac2,1416907765ef6cd4273555d3ba3c2008d063545dda363c46e34d6f4b45bb2743,5,5,0e657b0caf3a6703741b42ec2e6e0687564ac8f455acfdba09ba312ef61c9dbc,379166ff4a62dac343b4b734188aa618716cc496e48b6537868841c420f7212f,282,56.0,1,0,0.0,0,56,0,15759,,0,0,6,70,56,0,0
85a464dd2025f58264c433d0ed6d6447c3238dd1b53c3b851572d9e04fc91c5f,12,200957,d7f475fb8faa0e6a43e2fe06b2e1e5e23307c2053b459039581953b4d58942da,5b9dde5d9b710a8302fb976748bd78c1fd1b55027760f77d892a377972160fff,5,4,a3209b6af7a6cd1d84a3438d46f6ca60c9b61a5bdde58b2dded1e9b4a3b70164,3abcd39528c76efe12f7861c68bba7a8ede55f8a302cda28b2bc68d90e9be1cd,282,234.0,0,0,0.0,0,234,0,15759,,0,0,6,70,234,0,0
1606069984a53e135936b964c024b193bc2f355c09a1ab8ca12e8a4c3a941da7,3,112328,5014897675d545e29677a33d756d36ff309d43e6d4fee18ec06902c9db1f4be9,15ccea99613b24a778a130cd92fabb71ec5a92422f97069334ae8129d79b2d1d,5,8,d73d0446c13d150b8117a0bbd486f01abe15ef18e88ff3feb3a2aa7f9028fe28,379166ff4a62dac343b4b734188aa618716cc496e48b6537868841c420f7212f,282,10.0,1,0,0.0,0,10,0,15759,,0,0,6,70,10,0,0
926d25752cf508432fb1ebf7451eaa9175041027f9532344aabe4952f0d98fd4,47,131419,814bf94a422f2d2bffe266dd55fb768e648fb06551116f6c35d720523213bfbe,3fda06da90c757f591022dbb46a1854a6ba090813d10c538525cfa10fd47ac3f,5,5,bcf6837d73584fb4eeba186cb6f0e6d82609978d6752faddc1178955c0944cb4,3842c045d63b26be94568aa259a10c2ac97b6bf89e76ce195a3a9146354d01e6,323,268.0,1,0,0.0,0,267,112,15661,,0,0,6,70,267,0,0
fb7a9e18a3a0ae912273e8ab2722dd184fc6ec755f685e1fa4551fb02837255b,37,223816,d967f38c80941c9939b795dac4a5fa5ae2628ee32b70f0f610814553c40bb03b,2f47ded2c519ce2a4d7d815b8bee12d73a4c7768e19d200849c493e72cf3a180,5,5,f266cbc5720f6f0114813a3bbabc61c07989ac24845e9794032008a6b1cbcbd8,8f6b3ff512a001e0d1988c6cd888ef8c74112fb71117e53a39f611179497821d,320,55.0,1,0,0.0,0,55,0,16115,,0,0,6,70,55,0,0
9840c882733c1ec1147a2a937b34bcefe016a7cc1fa6a46be1525735c2c5d290,50,185740,09cde9ecc984b875afd989dcafc99c307400be1382997668d44ef8c7bb27fc15,51654c5eb0e022614a7d59ab43690835d5156ec4f419cbcac62d2c9157d6749b,5,4,5a3fbeb5dd7fb2fe8c9249fa09db31163cac520880fc73a9c0ba079a2d576c1b,379166ff4a62dac343b4b734188aa618716cc496e48b6537868841c420f7212f,272,39.0,0,0,0.0,0,39,0,15759,,0,0,6,70,39,0,0
1181dfd3534db8505a0bb3b7721170ff643427ccdf9792e6e3ae09aba7fddcc4,33,184114,6f2477720847fbfed94d5fd18b2c2b170692e7e2d04ed00cbfe965f6c447e1a7,40967c791e72519ecc2253fcdaebed36c4cd0fc8b473677934730313c1f3a985,5,4,5320b545d46baa7ac4d1c23018a602589ab710bfbd6ef56b87e58018e67251e5,2a608b081c09492bd2bc96d7def5371c4bc9cabf324a987defa5a213904a6c25,322,427.0,0,0,0.0,0,427,0,10881,,0,0,6,70,427,0,0
0674ae2f32f62d918788b1c6b06f7fb7a9ce17589aa6f356ba55c37a74ae3624,31,100021,eebfd3416d321e500130e33aab36b0585584f5ee5e4d2bc02855ca310532f0aa,5041bd9347d0915f8172d8d4ca1d2b91e29853d65e712916f53043fc394bb7eb,5,1,cad752c5d05d2bdcc30d64fa4e68404c2d1f7be5d14d525cd0f3976a42f77794,8f6b3ff512a001e0d1988c6cd888ef8c74112fb71117e53a39f611179497821d,375,1348.0,0,0,0.0,0,1350,0,15759,,0,0,6,70,1350,0,0
da356b10dba724b6db197d8756458651bf9a19b67a23a8aaa599733c0e0dc0e8,0,112747,78bb486563e33f0c7832e2ec280e636a10be5a1b94a4d6fd596399d4ee892f6d,3853379c96038eeea2c555217fb12968662b2124c3c08618851da03c7063149c,5,3,3b8ab8f7fb9b8bafde049e3be2d6a3de2741d32ef0567dcb5d07ff2188996996,379166ff4a62dac343b4b734188aa618716cc496e48b6537868841c420f7212f,276,1525.0,0,0,0.0,0,1524,0,15742,,0,0,6,70,1524,0,0
7e1693b9524726f9f5422d4a2e68d16423373db649207783c4141d843887b830,45,132910,241798125b11a8cfa1db839543b06505140652467d96a53bbb423f63569aef48,7e282be2f64e1b18cf35fa05753118352f70b8e6171a7762ec5e9e75bf086b60,5,5,c2f959592b9f6b1ea8fbe12e9a4a1ac0fd0b2543dd3fe3720e28a70eb6438d7b,8f6b3ff512a001e0d1988c6cd888ef8c74112fb71117e53a39f611179497821d,275,190.0,1,0,0.0,0,190,0,16115,,0,0,6,70,190,0,0
c90f89b96b61197b1d0ca594c9552a24c72b4d02abfd4effd60a5d78dad9e07a,14,133028,2cd6bfe888246bda0a7a40b1bb305188f2ac29aec5198dc6cafc997aeb5a39c7,a73f56e3aaccc561b3fe1670f6b962c028d202f67605aa80c450f1d989877184,5,1,c41016dfbe250076e6e98a58d0fbd2ab54a206dcd43f7346891a66183a2103a9,2fea345d14a69774026f3de93f5e3313219363d54e07b193b931debcea240e72,276,555.0,1,0,0.0,0,554,0,15759,,0,0,6,70,554,0,0
29aae2ff45216f082676e767fdc18b6b28248280d3b387dad3bca0ee15f7137a,20,163014,d966e8749a97fb8f3ef666a7f0c2fc8f95b1377c1955ba2d9da736dbc6d65eba,393021d028f3e90a55a267888e6236740688bf992fd00090afea7eade71d2f22,5,5,48675480a5edda3511920982ec3ae71f242231c2a3badbb7ddbcdeab4d682d7b,46f63555d29f177290dfe20e989146fb033e453f1d5ff3f27a7fd3741fb17484,320,303.0,1,0,0.0,0,302,0,16115,,0,0,6,70,302,0,0
b28898d84157dc71606562ace2f204d4fc74d3a062f8e4768ee774d99c2cb4e9,26,182949,4de8f45eba7b19f547c1d5c519b96511ef1d9d0ed76a49ac13a9aac1efea58ac,a14b0a3cf02995fceab17dd2cbaa47114d9d21a992ec98363c92e3472d7e4fb1,5,4,35fee941212a2dfae73745ec44e0d3221cf009375ce3b5ae887d4cf2c8561437,2fea345d14a69774026f3de93f5e3313219363d54e07b193b931debcea240e72,272,1174.0,0,0,0.0,0,1175,0,15808,,0,0,6,70,1175,0,0
b28d3977e2b695b37bf48b2073c26d4ee4a40d03077f7dce4b4c0d1b8925d2e3,34,194959,28e423f7e13825abab32ed5f670b7c0747351983f489467b8f4b5deca1f2d7e1,b1dc6d61b2416ffa323c49bfaa065a9fae3e6d5990c4666e5c47d2cfb3a77261,5,8,de8ce15e75639cac3466907561cc112fa5e9519fff458250447f4dc51848eecb,bcf6370b700fb26d1fab05dad5de442b2bf37689cb55fd5fefcc78f2ebb16ec3,309,1580.0,1,0,0.0,0,1577,0,15759,,0,0,6,70,1577,1,0
ed2adebfa8285c699fe1c07ebc0325b433ed2ec69bde3c0b0213202e5fb5642c,11,192417,e296de63653099c8a73eac8e113e6ee1cdb36290f46e0b90ce9d618a4e3d4bc2,908ae9408ee1c81598ec5c73abd76f6653b9b57e6817dbb800a4cbbd2e7a3e85,5,8,dd280b4f35a02701142ba7de47abb9736deca3eed86474b185ce1d9ee024e607,46f63555d29f177290dfe20e989146fb033e453f1d5ff3f27a7fd3741fb17484,320,359.0,1,0,0.0,0,359,0,6469,,0,0,6,70,359,0,0
d5ceed521f41c6fa0d83b02842eb0af5260467c1702486faa771aa2ca8016266,17,142204,e5fb1f58cc99433c0c9237550b1da292aa312843805436cc8055fe16884627d5,bbd072710a84ee51015d5c54469f2ad53e44ded838fe0903b5b0e8b866f37843,5,4,318394883a265979ca770104e0794eaf395b80bf50f57bbd92f2fe54c0e069f1,5d2fbec5d1f0d08c596cbfb0a295c4832a7eb859f295b8a2b11e15577cf7172a,379,165.0,0,0,0.0,0,166,0,15759,,0,0,6,70,166,0,0
45b4e8df5489059d294765b31c8de905911e3c1c68866798ebbc90beaa2f8a65,53,171936,d1b35fcd92994c451dc3349aeb9ebaa6569b77ee1bcaecd5bd4b8adf8bacc3c0,92741d57c09d749e9dd5e4d25a4b28384959a915447b4d47a797329029be832e,5,8,1a8a4aa1c7aeec3178b3c2771ee1bf889a6e9cb292c1d619faeda7a7538e867d,5c3b8aec58d5c0780ef9c4cdecc24282178edb2faa8e29feef5236756cf88ae9,415,26.0,1,0,0.0,0,26,0,15759,,0,0,0,70,26,1,0
d5258056372f0df71ade03b5fd3e44daf05209ca890f193ca4613d66ceed0f06,44,175113,1820e1aeec8cad2492f035d38585a45b8448c6cae9ddbf30970fac344c58c099,a06393aa141143bcf03c9b086a92819f07a4eb44fabdf9207f4d034aa386f066,5,5,497300a95cb3b4517c3931c1e3b37993b8c52ea17464a0b8374973a3f1bf0096,379166ff4a62dac343b4b734188aa618716cc496e48b6537868841c420f7212f,406,90.0,1,0,0.0,0,90,0,15759,,0,0,6,70,90,0,0
165aca9bdaa6b4b982f73da09c2318823c51e3a72d146cf478e8eda94edfa896,45,194222,83132d92b22e39a67f4a731b84aa26bdb153bb5730391a0e19124b79b30d71bb,1fb10052a0756be288f290b21476e50c1a868ebca95ab8259d97b9d7af9d2740,5,8,c11fa9c7f80687ecc9f1d67631c43f383655d1441e56909bae333bc75eb6e174,5d2fbec5d1f0d08c596cbfb0a295c4832a7eb859f295b8a2b11e15577cf7172a,305,861.0,1,0,0.0,0,857,0,15759,,0,0,6,70,857,1,0
b06baf4112b23aff876f0eae2b8dc1a27bc614e58fcee2a84952e4a7799666b4,52,122524,484ec23fefdcab7877568004ffecd1fa123443e0240f05cebac23ea20d333d9b,d34b0e7bd67540fb8392eaec3ce764c525775acbf4307f0bd8ef7623cb27fdd4,5,4,1894a2f960649e61b02f404d386bde027acde998b289629b0a18669ecd79c34d,379166ff4a62dac343b4b734188aa618716cc496e48b6537868841c420f7212f,276,149.0,0,0,0.0,0,149,0,11380,,0,0,6,70,149,0,0
71456714acebc65813e09249505f78343cb7140d6c37f0ffda5fb6ee330907db,18,211352,a4480eed77d7d997b27503d68552abe793d97069a9c2b691c3375e3e2b6caa72,2e7c3be4d768b4cad344caf92c361ef143af8df26ed69f4d3408479e60e9bc06,5,1,dd280b4f35a02701142ba7de47abb9736deca3eed86474b185ce1d9ee024e607,60d5020e9b88125cfcbd99793e821331d6e0271897705b1441a6b5e3680d854f,320,325.0,1,0,0.0,0,326,0,6469,,0,0,6,70,326,0,0
d8ec1085c999b41c2a1514c320358d820bbf0079f4bd775f79bfe971e3a56517,18,220427,1b1b5169d70c70e36ca90d90e06147c2d749337bc591e17cadb9317e28d4d340,357bcbd5d25e6d02bb077c07d38ee8f44dd0ded7bb7c3bcbc63eb99ee7850179,5,5,f266cbc5720f6f0114813a3bbabc61c07989ac24845e9794032008a6b1cbcbd8,8f6b3ff512a001e0d1988c6cd888ef8c74112fb71117e53a39f611179497821d,320,85.0,1,0,0.0,0,85,0,16115,,0,0,6,70,85,0,0
349fbd1ec1cd4c2cb67c79263f3c6dd8b075f3f265965408f4fdaf08a4877386,12,173602,52469e1b2dfe9cd25aea76eec1389114e1d127de5f2533c7efc7822c4c3ca883,cfa0ad9ea1152f54c4aad20fcf46a70146be340490a184826a6c03d64598832d,5,3,ba12dba9b014f91943c52349b14dda4ca839c6a0a9e8cf706dfc66eebc878571,2a608b081c09492bd2bc96d7def5371c4bc9cabf324a987defa5a213904a6c25,283,20000.0,0,0,0.0,0,19940,0,15754,,0,0,6,70,19940,0,0
3e0c40d622641858f34b5c593d3ae51185e1f86b04ee8343baa650d0802ff645,3,165357,00842232ce9265fd6ba26bbbc53716422ecf207bfdd27fdee035e2c3360bac07,e3d185864538bae26068650273beb6d49649b46090755a7524c736abba6a33dc,5,5,30004ce87386938fc668cb3a227303f126734de8627935216b644411cdf253fb,379166ff4a62dac343b4b734188aa618716cc496e48b6537868841c420f7212f,282,39.0,1,0,0.0,0,39,0,15759,,0,0,6,70,39,0,0
b525d64989024f36603645389d3f8b19fb830ce7431fd251019b3164d63914b0,24,193228,7b6c5bd9374163c57f0e2a43bf170d31e9180124bd8e56d692e7506eb87fefbd,9b7f05710b6481fe6a28209036f2c441a22fda8482ed9567442fcd8dd522207f,5,4,f4ad017c0b5c0b5cfe8d085ca37d8b59d7d6a4c5a90b9d701eb7b0c861a0d4ec,2a608b081c09492bd2bc96d7def5371c4bc9cabf324a987defa5a213904a6c25,320,264.0,0,0,0.0,0,265,0,13248,,0,0,6,70,265,0,0
16679b5ed32d59fa97953f8fdc286959aef492c8a6595faabd2c6d77955fd90f,28,174101,54a108762edf70d98b5039cfcb164e43ce6e2591d063380135f053453a7b34ca,2e0c76da02b728454f46ca145be3bb653875d8f3a5afa831c8cee39a977098a2,5,,20ed456deae86bf216176c4e488ba5ce174e197208209ec13bc18d8961df91da,814437ad6838efec5e9ebd8600d37a984f221ca2f7a83fb66ccd80505e585745,499,500.0,0,0,0.0,0,500,0,,,0,0,6,,49955,0,0
faf715f8a187fe1ce39e19c69bdea5b275340e09a5eb28485c89c2534ec6344f,38,61155,f6c1ae85d799ecff388e9442b68ee5872b7a369e4366c8e78d8789bf08982a49,0ad2f5d692ed1a4edfc9cf3349003fbd52afaf73e2ba844bcf33408ce5126055,5,5,12c5b8c7cac508b0cf7214cee8c8ea9ebe1e23c5b0dd67a61670e9d70a253925,379166ff4a62dac343b4b734188aa618716cc496e48b6537868841c420f7212f,288,189.0,1,0,0.0,0,189,0,15759,,0,0,6,70,189,0,0
d16a8b165d26a11a078c54a585085d7a6e5729b0008930e03e6e3929fb1946b2,11,203124,de5a5ab997b9477e1f1032ef44d8c6e98597315684260847fa5482c0b9680253,529cb2c3ffb92452f1299f19de25c23a3e381ce864734184468ddb8d192d9e9e,5,8,f5d3aebde78098e24d3e97c1e564ad8eee144f088dc22c0716add5a4db355c5c,bcf6370b700fb26d1fab05dad5de442b2bf37689cb55fd5fefcc78f2ebb16ec3,215,670.0,1,0,0.0,0,670,0,15759,,0,0,0,70,670,1,0
a74bfcf36c09468cc861f9f05b43b28492ad7fb3e31cde93c6f4d0116d718f6b,8,82116,aee633c677fb61e6d9125519b40226980e9f7b46dc8062854a0c751774e193ca,3ec6b1135449494f83306d61f52a59c0ca39167419dfd68b31906f9342d2a222,5,5,3f403ceff76d5871c6c96289940b75dbc5605bac3fe72caf856b85f75d157441,379166ff4a62dac343b4b734188aa618716cc496e48b6537868841c420f7212f,273,329.0,1,0,0.0,0,330,0,15759,,0,0,6,70,330,0,0
